#Elem	FINE_GRID_SCALE	FINE_GMAX	Delta	relDelta	Delta1
P	2.0	15.302838	9.64769	13.879242	2.1353953	
P	2.5	15.195823	0.71864206	1.0973246	0.1679003	
P	3.0	15.313262	0.41150293	0.62941724	0.096258394	
P	3.5	15.210485	0.068603694	0.104527414	0.015990857	
P	4.0	16.378252	0.033284068	0.050725378	0.0077606	
P	4.5	16.272583	0.0036309445	0.005534882	0.0008467651	
P	5.0	16.16959	0.0053801	0.008201348	0.0012547032	
P	5.5	18.934078	0.0022849743	0.0034829609	0.00053285295	
P	6.0	19.273592	0.0	0.0	0.0	
Ga	2.0	24.818293	0.09262026	0.21377583	0.03263988	
Ga	2.5	24.644733	0.0034861686	0.00803728	0.0012273539	
Ga	3.0	24.47593	0.005164766	0.011906406	0.0018182122	
Ga	3.5	24.587553	0.0023203536	0.0053492375	0.00081687863	
Ga	4.0	24.425789	0.0006263292	0.0014439241	0.00022050054	
Ga	4.5	24.442974	0.0017103457	0.003942933	0.0006021234	
Ga	5.0	25.433607	0.0012720946	0.0029326293	0.00044784026	
Ga	5.5	31.022867	0.0017605805	0.0040587387	0.00061980885	
Ga	6.0	30.805918	0.0	0.0	0.0	
Tc	2.0	26.126476	0.002640383	0.0057421313	0.0008759423	
Tc	2.5	25.943768	0.004294201	0.009338909	0.0014246149	
Tc	3.0	25.766066	0.0029400908	0.006393929	0.0009753729	
Tc	3.5	25.593134	0.0011377305	0.0024742263	0.0003774336	
Tc	4.0	25.424753	0.000757644	0.0016476475	0.0002513418	
Tc	4.5	25.260717	0.0024326877	0.0052904324	0.0008070373	
Tc	5.0	25.100836	0.0025259876	0.0054931315	0.00083794666	
Tc	5.5	31.352182	0.0018294851	0.0039786072	0.0006069225	
Tc	6.0	31.132929	0.0	0.0	0.0	
Al	2.0	15.875715	0.06963182	0.26523104	0.04033223	
Al	2.5	15.764693	0.5143601	1.9793084	0.30096242	
Al	3.0	15.656713	0.079105735	0.30108583	0.045780957	
Al	3.5	15.551631	0.019523365	0.07436133	0.01130694	
Al	4.0	15.449314	0.02389524	0.09103511	0.013842443	
Al	4.5	15.349638	0.0006211071	0.0023664222	0.00035982707	
Al	5.0	15.252486	0.0018475484	0.007039365	0.001070378	
Al	5.5	19.05086	0.0023043605	0.008779372	0.0013349475	
Al	6.0	18.917631	0.0	0.0	0.0	
Bi	2.0	18.870575	0.0026979102	0.0054137106	0.0008257701	
Bi	2.5	18.73861	0.000780378	0.0015659351	0.00023885685	
Bi	3.0	18.610258	0.00022737627	0.0004562588	6.959458e-05	
